"","name","month","value","measure","mode","inflation","category"
"49","яловичина фарш",2021-08-01,140.95,"min",1,NA,"м’ясо"
"50","свинина ребра",2021-08-01,129.95,"min",1,NA,"м’ясо"
"51","вирізка свиняча",2021-08-01,168.95,"min",1,NA,"м’ясо"
"52","свинина гуляш",2021-08-01,109.95,"min",1,NA,"м’ясо"
"53","субпродукти яловичні",2021-08-01,26.95,"min",1,NA,"м’ясо"
"54","свинина фарш",2021-08-01,103.95,"min",1,NA,"м’ясо"
"55","яловичина",2021-08-01,181.95,"min",1,NA,"м’ясо"
"56","сало",2021-08-01,129.95,"min",1,NA,"м’ясо"
"57","яловичина ребра",2021-08-01,111.95,"min",1,NA,"м’ясо"
"58","вирізка яловича",2021-08-01,400.95,"min",1,NA,"м’ясо"
"59","субпродукти свинячі",2021-08-01,33.4,"min",1,NA,"м’ясо"
"60","риба червона",2021-08-01,349.9,"min",1,NA,"риба та морепродукти"
"61","риба річна",2021-08-01,118,"min",1,NA,"риба та морепродукти"
"62","сосиски, сардельки вищого ґатунку",2021-08-01,98.5818181818182,"min",1,NA,"ковбасні вироби"
"63","сосиски, сардельки першого ґатунку",2021-08-01,58.5,"min",1,NA,"ковбасні вироби"
"64","ковбаси сирокопчені в/ґ",2021-08-01,238.333333333333,"min",1,NA,"ковбасні вироби"
"65","ковбаси варені вищого ґатунку",2021-08-01,117,"min",1,NA,"ковбасні вироби"
"66","ковбаси варено-копчені в/ґ",2021-08-01,140.42,"min",1,NA,"ковбасні вироби"
"67","ковбаси варені першого ґатунку",2021-08-01,59.5402298850575,"min",1,NA,"ковбасні вироби"
"68","вироби з м’яса делікатесні",2021-08-01,115,"min",1,NA,"ковбасні вироби"
"69","оселедці",2021-08-01,74.9,"min",0.18,NA,"риба та морепродукти"
"70","скумбрія копчена",2021-08-01,139.9,"min",1,NA,"риба та морепродукти"
"71","ікра червона",2021-08-01,190.608695652174,"min",0.1,NA,"риба та морепродукти"
"72","морепродукти",2021-08-01,31.6666666666667,"min",0.2,NA,"риба та морепродукти"
"73","риба морожена",2021-08-01,48.1,"min",1,NA,"риба та морепродукти"
"74","філе мороженої риби",2021-08-01,109.52,"min",0.7,NA,"риба та морепродукти"
"75","броколі заморожена",2021-08-01,110.25,"min",0.4,NA,"овочі заморожені"
"76","мед",2021-08-01,65.45,"min",0.25,NA,"солодощі"
"77","крупи гречані",2021-08-01,33,"min",1,NA,"бакалея"
"78","рис",2021-08-01,20.3,"min",1,NA,"бакалея"
"79","пластівці вівсяні",2021-08-01,27.1428571428571,"min",0.5,NA,"бакалея"
"80","крупи манні",2021-08-01,16.65,"min",1,NA,"бакалея"
"81","пшоно",2021-08-01,17.07,"min",1,NA,"бакалея"
"82","крупи ячні",2021-08-01,16,"min",0.8,NA,"бакалея"
"83","квасоля",2021-08-01,80.66,"min",0.2,NA,"бакалея"
"84","макарони",2021-08-01,28.31,"min",0.5,NA,"бакалея"
"85","борошно пшеничне",2021-08-01,13.7,"min",1,NA,"бакалея"
"86","цукор",2021-08-01,27.4,"min",0.005,NA,"бакалея"
"87","ром",2021-08-01,54,"min",0.7,NA,"алкоголь"
"88","супи",2021-08-01,56.75,"min",0.05,NA,"бакалея"
"89","сіль",2021-08-01,5.00666666666667,"min",0.5,NA,"соуси та спеції"
"90","майонез",2021-08-01,41.4,"min",0.3,NA,"соуси та спеції"
"91","паста томатна",2021-08-01,49.5876288659794,"min",0.07,NA,"соуси та спеції"
"92","віскі",2021-08-01,18,"min",0.7,NA,"алкоголь"
"93","пиво",2021-08-01,19.3708333333333,"min",0.5,NA,"алкоголь"
"94","кетчуп томатний",2021-08-01,29.9666666666667,"min",0.25,NA,"соуси та спеції"
"95","олія соняшникова",2021-08-01,52.4705882352941,"min",0.85,NA,"олія"
"96","олія оливкова",2021-08-01,168.24,"min",0.5,NA,"олія"
"97","консерви рибні в олії",2021-08-01,153.266666666667,"min",0.24,NA,"риба та морепродукти"
"98","кукурудза консервована",2021-08-01,47.3809523809524,"min",0.34,NA,"консервовані овочі і гриби"
"99","горошок консервований",2021-08-01,31.1764705882353,"min",0.4,NA,"консервовані овочі і гриби"
"100","гриби консервовані",2021-08-01,99.030303030303,"min",0.58,NA,"консервовані овочі і гриби"
"101","зефір",2021-08-01,86.46,"min",1,NA,"солодощі"
"102","цукерки шоколадні",2021-08-01,126.6,"min",0.2,NA,"солодощі"
"103","карамель",2021-08-01,53.11,"min",1,NA,"солодощі"
"104","коньяк",2021-08-01,41,"min",0.5,NA,"алкоголь"
"105","вафлі",2021-08-01,84.5,"min",1,NA,"солодощі"
"106","печиво здобне",2021-08-01,73.1333333333333,"min",0.3,NA,"солодощі"
"107","печиво затяжне",2021-08-01,74.99,"min",0.11,NA,"солодощі"
"108","сік апельсиновий",2021-08-01,25.9,"min",1,NA,"безалкогольні напої"
"109","сік яблучний",2021-08-01,17.9666666666667,"min",1,NA,"безалкогольні напої"
"110","шампанське",2021-08-01,68.6666666666667,"min",0.75,NA,"алкоголь"
"111","кава мелена",2021-08-01,183.6,"min",0.25,NA,"кава і чай"
"112","кава розчинна",2021-08-01,439.2,"min",0.1,NA,"кава і чай"
"113","чай у пакетиках",2021-08-01,383.8,"min",0.05,NA,"кава і чай"
"114","солодка вода",2021-08-01,4.75,"min",0.5,NA,"безалкогольні напої"
"115","вино біле сухе",2021-08-01,45,"min",0.75,NA,"алкоголь"
"116","вино червоне сухе",2021-08-01,44.3,"min",0.75,NA,"алкоголь"
"117","горілка",2021-08-01,178.8,"min",0.5,NA,"алкоголь"
"118","сигарети з фільтром медіум класу",2021-08-01,57,"min",1,NA,"сигарети"
"119","сигарети з фільтром преміум класу",2021-08-01,61.5,"min",1,NA,"сигарети"
"120","молочні суміші для дитячого харчування",2021-08-01,277.671428571429,"min",0.4,NA,"молочна продукція та яйця"
"121","батон",2021-08-01,47.5111111111111,"median",0.4,NA,"хліб"
"122","хліб цільнозерновий",2021-08-01,67.2181818181818,"median",0.3,NA,"хліб"
"123","хліб житньо-пшеничний",2021-08-01,55,"median",0.4,NA,"хліб"
"124","хліб пшеничний",2021-08-01,43.6,"median",0.6,NA,"хліб"
"125","торти",2021-08-01,333.76,"median",0.85,NA,"солодощі"
"126","банани",2021-08-01,21.9,"median",1,NA,"фрукти"
"127","лимони",2021-08-01,42.9,"median",1,NA,"фрукти"
"128","кавуни",2021-08-01,13.9,"median",1,NA,"фрукти"
"129","виноград",2021-08-01,57.2,"median",1,NA,"фрукти"
"130","яблука",2021-08-01,24.9,"median",1,NA,"фрукти"
"131","апельсини",2021-08-01,51.9,"median",1,NA,"фрукти"
"132","ягоди",2021-08-01,179,"median",0.25,NA,"фрукти"
"133","ківі",2021-08-01,99.5,"median",1,NA,"фрукти"
"134","мандарини",2021-08-01,43.9,"median",1,NA,"фрукти"
"135","морква",2021-08-01,11.4,"median",1,NA,"овочі"
"136","кабачки",2021-08-01,10,"median",1,NA,"овочі"
"137","баклажани",2021-08-01,29.9,"median",1,NA,"овочі"
"138","перець солодкий",2021-08-01,34.4,"median",1,NA,"овочі"
"139","цибуля ріпчаста",2021-08-01,23.5,"median",1,NA,"овочі"
"140","картопля",2021-08-01,11.9,"median",1,NA,"овочі"
"141","буряк",2021-08-01,38.25,"median",1,NA,"овочі"
"142","капуста білокачанна",2021-08-01,5.4,"median",1,NA,"овочі"
"143","помідори",2021-08-01,128.8,"median",0.25,NA,"овочі"
"144","часник",2021-08-01,69.9,"median",1,NA,"овочі"
"145","огірки",2021-08-01,21.9,"median",1,NA,"овочі"
"146","гриби",2021-08-01,69.5,"median",0.25,NA,"овочі"
"147","салати",2021-08-01,204.731457800512,"median",1,NA,"овочі"
"148","сухофрукти",2021-08-01,237.493333333333,"median",0.2,NA,"сухофрукти"
"149","цукати",2021-08-01,288.206666666667,"median",0.15,NA,"солодощі"
"150","сири розсольні",2021-08-01,219,"median",1,NA,"молочна продукція та яйця"
"151","сири плавлені",2021-08-01,214.25,"median",0.09,NA,"молочна продукція та яйця"
"152","крем-сир",2021-08-01,303.7,"median",0.125,NA,"молочна продукція та яйця"
"153","молоко пастеризоване жирністю до 2,6% включно",2021-08-01,32.9263157894737,"median",0.9,NA,"молочна продукція та яйця"
"154","молоко з підвищеним вмістом жиру",2021-08-01,33.4,"median",0.95,NA,"молочна продукція та яйця"
"155","сири м’які нежирні",2021-08-01,142.164864864865,"median",0.2,NA,"молочна продукція та яйця"
"156","сирки та сиркова маса",2021-08-01,152.357142857143,"median",0.2,NA,"молочна продукція та яйця"
"157","сири м’які жирні",2021-08-01,152.88,"median",0.2,NA,"молочна продукція та яйця"
"158","сметана жирністю до 15% включно",2021-08-01,82.5714285714286,"median",0.35,NA,"молочна продукція та яйця"
"159","сметана з підвищеним вмістом жиру",2021-08-01,98.4857142857143,"median",0.35,NA,"молочна продукція та яйця"
"160","йогурт",2021-08-01,69.8928571428571,"median",0.115,NA,"молочна продукція та яйця"
"161","морозиво",2021-08-01,229.622222222222,"median",0.07,NA,"солодощі"
"162","кефір 2.5%",2021-08-01,35.4942528735632,"median",0.9,NA,"молочна продукція та яйця"
"163","масло вершкове 82%",2021-08-01,304.891666666667,"median",0.2,NA,"молочна продукція та яйця"
"164","масло вершкове 73%",2021-08-01,239.5,"median",0.2,NA,"молочна продукція та яйця"
"165","маргарин",2021-08-01,85.96,"median",0.25,NA,"молочна продукція та яйця"
"166","яйця",2021-08-01,43.1,"median",1,NA,"молочна продукція та яйця"
"167","філе куряче",2021-08-01,140.43,"median",1,NA,"м’ясо"
"168","свинина",2021-08-01,162.95,"median",1,NA,"м’ясо"
"169","яловичина фарш",2021-08-01,150.95,"median",1,NA,"м’ясо"
"170","свинина ребра",2021-08-01,129.95,"median",1,NA,"м’ясо"
"171","вирізка свиняча",2021-08-01,169.45,"median",1,NA,"м’ясо"
"172","свинина гуляш",2021-08-01,109.95,"median",1,NA,"м’ясо"
"173","субпродукти яловичні",2021-08-01,47.925,"median",1,NA,"м’ясо"
"174","свинина фарш",2021-08-01,110.26,"median",1,NA,"м’ясо"
"175","яловичина",2021-08-01,208.95,"median",1,NA,"м’ясо"
"176","сало",2021-08-01,177.133333333333,"median",1,NA,"м’ясо"
"177","яловичина ребра",2021-08-01,111.95,"median",1,NA,"м’ясо"
"178","вирізка яловича",2021-08-01,400.95,"median",1,NA,"м’ясо"
"179","субпродукти свинячі",2021-08-01,37.43,"median",1,NA,"м’ясо"
"180","риба червона",2021-08-01,394.9,"median",1,NA,"риба та морепродукти"
"181","риба річна",2021-08-01,131.5,"median",1,NA,"риба та морепродукти"
"182","сосиски, сардельки вищого ґатунку",2021-08-01,190.86,"median",1,NA,"ковбасні вироби"
"183","сосиски, сардельки першого ґатунку",2021-08-01,123.29,"median",1,NA,"ковбасні вироби"
"184","ковбаси сирокопчені в/ґ",2021-08-01,396.588235294118,"median",1,NA,"ковбасні вироби"
"185","ковбаси варені вищого ґатунку",2021-08-01,166.69,"median",1,NA,"ковбасні вироби"
"186","ковбаси варено-копчені в/ґ",2021-08-01,297.7,"median",1,NA,"ковбасні вироби"
"187","ковбаси варені першого ґатунку",2021-08-01,130.1025,"median",1,NA,"ковбасні вироби"
"188","вироби з м’яса делікатесні",2021-08-01,338.22,"median",1,NA,"ковбасні вироби"
"189","оселедці",2021-08-01,165.204255319149,"median",0.18,NA,"риба та морепродукти"
"190","скумбрія копчена",2021-08-01,212.14,"median",1,NA,"риба та морепродукти"
"191","ікра червона",2021-08-01,1564.31578947368,"median",0.1,NA,"риба та морепродукти"
"192","морепродукти",2021-08-01,279,"median",0.2,NA,"риба та морепродукти"
"193","риба морожена",2021-08-01,99.9,"median",1,NA,"риба та морепродукти"
"194","філе мороженої риби",2021-08-01,163.057142857143,"median",0.7,NA,"риба та морепродукти"
"195","броколі заморожена",2021-08-01,112.625,"median",0.4,NA,"овочі заморожені"
"196","мед",2021-08-01,177.825,"median",0.25,NA,"солодощі"
"197","крупи гречані",2021-08-01,71.6211111111111,"median",1,NA,"бакалея"
"198","рис",2021-08-01,83.25,"median",1,NA,"бакалея"
"199","пластівці вівсяні",2021-08-01,50.885,"median",0.5,NA,"бакалея"
"200","крупи манні",2021-08-01,19.78,"median",1,NA,"бакалея"
"201","пшоно",2021-08-01,32.63,"median",1,NA,"бакалея"
"202","крупи ячні",2021-08-01,19.1875,"median",0.8,NA,"бакалея"
"203","квасоля",2021-08-01,90.35,"median",0.2,NA,"бакалея"
"204","макарони",2021-08-01,60.86,"median",0.5,NA,"бакалея"
"205","борошно пшеничне",2021-08-01,20.93,"median",1,NA,"бакалея"
"206","цукор",2021-08-01,39.3625,"median",0.005,NA,"бакалея"
"207","ром",2021-08-01,567.807142857143,"median",0.7,NA,"алкоголь"
"208","супи",2021-08-01,311.374269005848,"median",0.05,NA,"бакалея"
"209","сіль",2021-08-01,47.24,"median",0.5,NA,"соуси та спеції"
"210","майонез",2021-08-01,86.5555555555556,"median",0.3,NA,"соуси та спеції"
"211","паста томатна",2021-08-01,67.7489795918367,"median",0.07,NA,"соуси та спеції"
"212","віскі",2021-08-01,832.857142857143,"median",0.7,NA,"алкоголь"
"213","пиво",2021-08-01,55.2,"median",0.5,NA,"алкоголь"
"214","кетчуп томатний",2021-08-01,55.48,"median",0.25,NA,"соуси та спеції"
"215","олія соняшникова",2021-08-01,76.0341446923597,"median",0.85,NA,"олія"
"216","олія оливкова",2021-08-01,425.36,"median",0.5,NA,"олія"
"217","консерви рибні в олії",2021-08-01,288.8,"median",0.24,NA,"риба та морепродукти"
"218","кукурудза консервована",2021-08-01,98,"median",0.34,NA,"консервовані овочі і гриби"
"219","горошок консервований",2021-08-01,74.7622549019608,"median",0.4,NA,"консервовані овочі і гриби"
"220","гриби консервовані",2021-08-01,163.269108280255,"median",0.58,NA,"консервовані овочі і гриби"
"221","зефір",2021-08-01,122.45,"median",1,NA,"солодощі"
"222","цукерки шоколадні",2021-08-01,287.35,"median",0.2,NA,"солодощі"
"223","карамель",2021-08-01,84.53,"median",1,NA,"солодощі"
"224","коньяк",2021-08-01,381,"median",0.5,NA,"алкоголь"
"225","вафлі",2021-08-01,129.96875,"median",1,NA,"солодощі"
"226","печиво здобне",2021-08-01,114.121568627451,"median",0.3,NA,"солодощі"
"227","печиво затяжне",2021-08-01,82.8888888888889,"median",0.11,NA,"солодощі"
"228","сік апельсиновий",2021-08-01,43.54,"median",1,NA,"безалкогольні напої"
"229","сік яблучний",2021-08-01,33.578947368421,"median",1,NA,"безалкогольні напої"
"230","шампанське",2021-08-01,296.213333333333,"median",0.75,NA,"алкоголь"
"231","кава мелена",2021-08-01,343.466666666667,"median",0.25,NA,"кава і чай"
"232","кава розчинна",2021-08-01,1098.65,"median",0.1,NA,"кава і чай"
"233","чай у пакетиках",2021-08-01,695.6,"median",0.05,NA,"кава і чай"
"234","солодка вода",2021-08-01,22.82,"median",0.5,NA,"безалкогольні напої"
"235","вино біле сухе",2021-08-01,225.333333333333,"median",0.75,NA,"алкоголь"
"236","вино червоне сухе",2021-08-01,233.2,"median",0.75,NA,"алкоголь"
"237","горілка",2021-08-01,207.18,"median",0.5,NA,"алкоголь"
"238","сигарети з фільтром медіум класу",2021-08-01,60.75,"median",1,NA,"сигарети"
"239","сигарети з фільтром преміум класу",2021-08-01,62.5,"median",1,NA,"сигарети"
"240","молочні суміші для дитячого харчування",2021-08-01,702.561111111111,"median",0.4,NA,"молочна продукція та яйця"
"241","батон",2021-08-01,43.9777777777778,"Q1",0.4,NA,"хліб"
"242","хліб цільнозерновий",2021-08-01,61.7272727272727,"Q1",0.3,NA,"хліб"
"243","хліб житньо-пшеничний",2021-08-01,43.3375,"Q1",0.4,NA,"хліб"
"244","хліб пшеничний",2021-08-01,34.4166666666667,"Q1",0.6,NA,"хліб"
"245","торти",2021-08-01,267.220588235294,"Q1",0.85,NA,"солодощі"
"246","банани",2021-08-01,21.9,"Q1",1,NA,"фрукти"
"247","лимони",2021-08-01,42.9,"Q1",1,NA,"фрукти"
"248","кавуни",2021-08-01,13.2,"Q1",1,NA,"фрукти"
"249","виноград",2021-08-01,53.55,"Q1",1,NA,"фрукти"
"250","яблука",2021-08-01,22.2,"Q1",1,NA,"фрукти"
"251","апельсини",2021-08-01,48.9,"Q1",1,NA,"фрукти"
"252","ягоди",2021-08-01,178.25,"Q1",0.25,NA,"фрукти"
"253","ківі",2021-08-01,99.5,"Q1",1,NA,"фрукти"
"254","мандарини",2021-08-01,43.9,"Q1",1,NA,"фрукти"
"255","морква",2021-08-01,5.9,"Q1",1,NA,"овочі"
"256","кабачки",2021-08-01,10,"Q1",1,NA,"овочі"
"257","баклажани",2021-08-01,21.4,"Q1",1,NA,"овочі"
"258","перець солодкий",2021-08-01,26.65,"Q1",1,NA,"овочі"
"259","цибуля ріпчаста",2021-08-01,22.9,"Q1",1,NA,"овочі"
"260","картопля",2021-08-01,10.9,"Q1",1,NA,"овочі"
"261","буряк",2021-08-01,22.375,"Q1",1,NA,"овочі"
"262","капуста білокачанна",2021-08-01,5.4,"Q1",1,NA,"овочі"
"263","помідори",2021-08-01,117.4,"Q1",0.25,NA,"овочі"
"264","часник",2021-08-01,69.9,"Q1",1,NA,"овочі"
"265","огірки",2021-08-01,21.9,"Q1",1,NA,"овочі"
"266","гриби",2021-08-01,68.2211538461539,"Q1",0.25,NA,"овочі"
"267","салати",2021-08-01,144.017857142857,"Q1",1,NA,"овочі"
"268","сухофрукти",2021-08-01,158.7,"Q1",0.2,NA,"сухофрукти"
"269","цукати",2021-08-01,255.633333333333,"Q1",0.15,NA,"солодощі"
"270","сири розсольні",2021-08-01,159.6,"Q1",1,NA,"молочна продукція та яйця"
"271","сири плавлені",2021-08-01,181.857142857143,"Q1",0.09,NA,"молочна продукція та яйця"
"272","крем-сир",2021-08-01,251.3,"Q1",0.125,NA,"молочна продукція та яйця"
"273","молоко пастеризоване жирністю до 2,6% включно",2021-08-01,29.33,"Q1",0.9,NA,"молочна продукція та яйця"
"274","молоко з підвищеним вмістом жиру",2021-08-01,30.2016666666667,"Q1",0.95,NA,"молочна продукція та яйця"
"275","сири м’які нежирні",2021-08-01,128.979166666667,"Q1",0.2,NA,"молочна продукція та яйця"
"276","сирки та сиркова маса",2021-08-01,146.357142857143,"Q1",0.2,NA,"молочна продукція та яйця"
"277","сири м’які жирні",2021-08-01,136.433333333333,"Q1",0.2,NA,"молочна продукція та яйця"
"278","сметана жирністю до 15% включно",2021-08-01,72.7933436532508,"Q1",0.35,NA,"молочна продукція та яйця"
"279","сметана з підвищеним вмістом жиру",2021-08-01,90.7142857142857,"Q1",0.35,NA,"молочна продукція та яйця"
"280","йогурт",2021-08-01,57.0555555555556,"Q1",0.115,NA,"молочна продукція та яйця"
"281","морозиво",2021-08-01,172.309285714286,"Q1",0.07,NA,"солодощі"
"282","кефір 2.5%",2021-08-01,33.2967320261438,"Q1",0.9,NA,"молочна продукція та яйця"
"283","масло вершкове 82%",2021-08-01,278.675,"Q1",0.2,NA,"молочна продукція та яйця"
"284","масло вершкове 73%",2021-08-01,227.719444444444,"Q1",0.2,NA,"молочна продукція та яйця"
"285","маргарин",2021-08-01,83.68,"Q1",0.25,NA,"молочна продукція та яйця"
"286","яйця",2021-08-01,32.7,"Q1",1,NA,"молочна продукція та яйця"
"287","філе куряче",2021-08-01,130.95,"Q1",1,NA,"м’ясо"
"288","свинина",2021-08-01,159.95,"Q1",1,NA,"м’ясо"
"289","яловичина фарш",2021-08-01,140.95,"Q1",1,NA,"м’ясо"
"290","свинина ребра",2021-08-01,129.95,"Q1",1,NA,"м’ясо"
"291","вирізка свиняча",2021-08-01,169.2,"Q1",1,NA,"м’ясо"
"292","свинина гуляш",2021-08-01,109.95,"Q1",1,NA,"м’ясо"
"293","субпродукти яловичні",2021-08-01,33.7,"Q1",1,NA,"м’ясо"
"294","свинина фарш",2021-08-01,104.95,"Q1",1,NA,"м’ясо"
"295","яловичина",2021-08-01,199.95,"Q1",1,NA,"м’ясо"
"296","сало",2021-08-01,164.320833333333,"Q1",1,NA,"м’ясо"
"297","яловичина ребра",2021-08-01,111.95,"Q1",1,NA,"м’ясо"
"298","вирізка яловича",2021-08-01,400.95,"Q1",1,NA,"м’ясо"
"299","субпродукти свинячі",2021-08-01,36.0625,"Q1",1,NA,"м’ясо"
"300","риба червона",2021-08-01,352.4,"Q1",1,NA,"риба та морепродукти"
"301","риба річна",2021-08-01,118,"Q1",1,NA,"риба та морепродукти"
"302","сосиски, сардельки вищого ґатунку",2021-08-01,170.411666666667,"Q1",1,NA,"ковбасні вироби"
"303","сосиски, сардельки першого ґатунку",2021-08-01,104.54,"Q1",1,NA,"ковбасні вироби"
"304","ковбаси сирокопчені в/ґ",2021-08-01,353.838961038961,"Q1",1,NA,"ковбасні вироби"
"305","ковбаси варені вищого ґатунку",2021-08-01,152.975,"Q1",1,NA,"ковбасні вироби"
"306","ковбаси варено-копчені в/ґ",2021-08-01,247.206071428571,"Q1",1,NA,"ковбасні вироби"
"307","ковбаси варені першого ґатунку",2021-08-01,104.130714285714,"Q1",1,NA,"ковбасні вироби"
"308","вироби з м’яса делікатесні",2021-08-01,270.06,"Q1",1,NA,"ковбасні вироби"
"309","оселедці",2021-08-01,156.5875,"Q1",0.18,NA,"риба та морепродукти"
"310","скумбрія копчена",2021-08-01,184.9,"Q1",1,NA,"риба та морепродукти"
"311","ікра червона",2021-08-01,384.375,"Q1",0.1,NA,"риба та морепродукти"
"312","морепродукти",2021-08-01,214.5,"Q1",0.2,NA,"риба та морепродукти"
"313","риба морожена",2021-08-01,79,"Q1",1,NA,"риба та морепродукти"
"314","філе мороженої риби",2021-08-01,129.071428571429,"Q1",0.7,NA,"риба та морепродукти"
"315","броколі заморожена",2021-08-01,111.4375,"Q1",0.4,NA,"овочі заморожені"
"316","мед",2021-08-01,154,"Q1",0.25,NA,"солодощі"
"317","крупи гречані",2021-08-01,50.590625,"Q1",1,NA,"бакалея"
"318","рис",2021-08-01,40.2132547169811,"Q1",1,NA,"бакалея"
"319","пластівці вівсяні",2021-08-01,43.63125,"Q1",0.5,NA,"бакалея"
"320","крупи манні",2021-08-01,19.3,"Q1",1,NA,"бакалея"
"321","пшоно",2021-08-01,20.41,"Q1",1,NA,"бакалея"
"322","крупи ячні",2021-08-01,17.818125,"Q1",0.8,NA,"бакалея"
"323","квасоля",2021-08-01,90.175,"Q1",0.2,NA,"бакалея"
"324","макарони",2021-08-01,52.96,"Q1",0.5,NA,"бакалея"
"325","борошно пшеничне",2021-08-01,17.35,"Q1",1,NA,"бакалея"
"326","цукор",2021-08-01,29.555,"Q1",0.005,NA,"бакалея"
"327","ром",2021-08-01,402.74,"Q1",0.7,NA,"алкоголь"
"328","супи",2021-08-01,187.5,"Q1",0.05,NA,"бакалея"
"329","сіль",2021-08-01,26.6,"Q1",0.5,NA,"соуси та спеції"
"330","майонез",2021-08-01,73.3820512820513,"Q1",0.3,NA,"соуси та спеції"
"331","паста томатна",2021-08-01,63.7270531400966,"Q1",0.07,NA,"соуси та спеції"
"332","віскі",2021-08-01,529,"Q1",0.7,NA,"алкоголь"
"333","пиво",2021-08-01,40.7,"Q1",0.5,NA,"алкоголь"
"334","кетчуп томатний",2021-08-01,46.7777777777778,"Q1",0.25,NA,"соуси та спеції"
"335","олія соняшникова",2021-08-01,69.395,"Q1",0.85,NA,"олія"
"336","олія оливкова",2021-08-01,332.16,"Q1",0.5,NA,"олія"
"337","консерви рибні в олії",2021-08-01,238.125,"Q1",0.24,NA,"риба та морепродукти"
"338","кукурудза консервована",2021-08-01,84.3658088235294,"Q1",0.34,NA,"консервовані овочі і гриби"
"339","горошок консервований",2021-08-01,64.2672883787661,"Q1",0.4,NA,"консервовані овочі і гриби"
"340","гриби консервовані",2021-08-01,121.968630136986,"Q1",0.58,NA,"консервовані овочі і гриби"
"341","зефір",2021-08-01,110.6975,"Q1",1,NA,"солодощі"
"342","цукерки шоколадні",2021-08-01,226.656730769231,"Q1",0.2,NA,"солодощі"
"343","карамель",2021-08-01,65.025,"Q1",1,NA,"солодощі"
"344","коньяк",2021-08-01,304,"Q1",0.5,NA,"алкоголь"
"345","вафлі",2021-08-01,113.05,"Q1",1,NA,"солодощі"
"346","печиво здобне",2021-08-01,104.146428571429,"Q1",0.3,NA,"солодощі"
"347","печиво затяжне",2021-08-01,78.9394444444444,"Q1",0.11,NA,"солодощі"
"348","сік апельсиновий",2021-08-01,35.9236842105263,"Q1",1,NA,"безалкогольні напої"
"349","сік яблучний",2021-08-01,22.4,"Q1",1,NA,"безалкогольні напої"
"350","шампанське",2021-08-01,145.673333333333,"Q1",0.75,NA,"алкоголь"
"351","кава мелена",2021-08-01,282.533333333333,"Q1",0.25,NA,"кава і чай"
"352","кава розчинна",2021-08-01,855.541021671827,"Q1",0.1,NA,"кава і чай"
"353","чай у пакетиках",2021-08-01,587.2,"Q1",0.05,NA,"кава і чай"
"354","солодка вода",2021-08-01,14.04,"Q1",0.5,NA,"безалкогольні напої"
"355","вино біле сухе",2021-08-01,143.8,"Q1",0.75,NA,"алкоголь"
"356","вино червоне сухе",2021-08-01,144.613333333333,"Q1",0.75,NA,"алкоголь"
"357","горілка",2021-08-01,180.738888888889,"Q1",0.5,NA,"алкоголь"
"358","сигарети з фільтром медіум класу",2021-08-01,58,"Q1",1,NA,"сигарети"
"359","сигарети з фільтром преміум класу",2021-08-01,62.5,"Q1",1,NA,"сигарети"
"360","молочні суміші для дитячого харчування",2021-08-01,493.321875,"Q1",0.4,NA,"молочна продукція та яйця"
"361","печиво здобне",2021-09-01,69,"min",0.3,-5.7,"солодощі"
"362","хліб житньо-пшеничний",2021-09-01,30.9333333333333,"min",0.4,0,"хліб"
"363","батон",2021-09-01,9.29,"min",0.4,9.7,"хліб"
"364","хліб цільнозерновий",2021-09-01,51,"min",0.3,5.2,"хліб"
"365","хліб пшеничний",2021-09-01,9.48,"min",0.6,-55,"хліб"
"366","торти",2021-09-01,124.545454545455,"min",0.85,1.5,"солодощі"
"367","лимони",2021-09-01,39.9,"min",1,-7,"фрукти"
"368","банани",2021-09-01,25.8,"min",1,18,"фрукти"
"369","кавуни",2021-09-01,4.9,"min",1,-17,"фрукти"
"370","виноград",2021-09-01,37.9,"min",1,-24,"фрукти"
"371","яблука",2021-09-01,11.9,"min",1,-40,"фрукти"
"372","апельсини",2021-09-01,44.5,"min",1,-3.1,"фрукти"
"373","ягоди",2021-09-01,318,"min",0.25,110,"фрукти"
"374","ківі",2021-09-01,85.9,"min",1,-14,"фрукти"
"375","мандарини",2021-09-01,67.9,"min",1,55,"фрукти"
"376","цибуля ріпчаста",2021-09-01,8.2,"min",1,-13,"овочі"
"377","картопля",2021-09-01,7.8,"min",1,15,"овочі"
"378","морква",2021-09-01,7.2,"min",1,22,"овочі"
"379","кабачки",2021-09-01,16.9,"min",1,69,"овочі"
"380","перець солодкий",2021-09-01,27.9,"min",1,48,"овочі"
"381","буряк",2021-09-01,6.9,"min",1,6.2,"овочі"
"382","баклажани",2021-09-01,29.9,"min",1,130,"овочі"
"383","капуста білокачанна",2021-09-01,4.7,"min",1,-13,"овочі"
"384","часник",2021-09-01,13.9,"min",1,-80,"овочі"
"385","помідори",2021-09-01,174,"min",0.25,64,"овочі"
"386","гриби",2021-09-01,64.1176470588235,"min",0.25,40,"овочі"
"387","салати",2021-09-01,31.5,"min",1,5.4,"овочі"
"388","сухофрукти",2021-09-01,61.9,"min",0.2,0,"сухофрукти"
"389","цукати",2021-09-01,227.133333333333,"min",0.15,0,"солодощі"
"390","сири розсольні",2021-09-01,114.5,"min",1,-1.6,"молочна продукція та яйця"
"391","крем-сир",2021-09-01,86.91,"min",0.125,0,"молочна продукція та яйця"
"392","сири плавлені",2021-09-01,141.909090909091,"min",0.09,2,"молочна продукція та яйця"
